Province,City,Latitude,Longitude
Romblon,Ferrol,12.333,121.95
Romblon,Looc,12.267,122.0
Romblon,Magdiwang,12.483,122.517
Romblon,Odiongan,12.4,122.0
Romblon,Romblon,12.567,122.267
Romblon,San Agustin,,
Romblon,San Andres,12.517,122.017
Romblon,San Fernando,12.317,122.6
Romblon,San Jose,12.067,121.933
Romblon,Santa Fe,12.15,122.0
Romblon,Santa Maria,12.45,122.1
Samar,Calbayog City,12.07,124.6
Samar,Catbalogan City,11.783,124.883
Samar,Almagro,11.917,124.283
Samar,Basey,11.283,125.067
Samar,Calbiga,11.633,125.017
Samar,Daram,11.633,124.783
Samar,Gandara,12.017,124.817
Samar,Hinabangan,11.7,125.067
Samar,Jiabong,11.767,124.95
Samar,Marabut,11.117,125.217
Samar,Matuguinao,12.15,124.883
Samar,Motiong,11.783,125.0
Samar,Pagsanghan,11.967,124.8
Samar,Paranas,11.85,125.117
Samar,Pinabacdao,11.617,124.983
Samar,San Jorge,11.983,124.817
Samar,San Jose De Buan,12.05,125.07
Samar,San Sebastian,11.7,125.017
Samar,Santa Margarita,12.033,124.667
Samar,Santa Rita,11.467,124.95
Samar,Santo Niño,11.93889,124.41944
Samar,Tagapul-an,12.05,124.15
Samar,Talalora,11.517,124.85
Samar,Tarangnan,11.9,124.75
Samar,Villareal,11.567,124.933
Samar,Zumarraga,11.633,124.85
Sarangani,Alabel,6.083,125.283
Sarangani,Glan,5.817,125.2
Sarangani,Kiamba,5.983,124.617
Sarangani,Maasim,5.867,125.0
Sarangani,Maitum,6.033,124.483
Sarangani,Malapatan,5.967,125.283
Sarangani,Malungon,6.267,125.283
Siquijor,Enrique Villanueva,9.25,123.65
Siquijor,Larena,9.25,123.6
Siquijor,Lazi,9.13,123.63
Siquijor,Maria,9.2,123.65
Siquijor,San Juan,9.17,123.5
Siquijor,Siquijor,9.22,123.52
Sorsogon,Sorsogon City,12.97,124.0
Sorsogon,Barcelona,12.867,124.133
Sorsogon,Bulan,12.667,123.883
Sorsogon,Bulusan,12.75,124.117
Sorsogon,Casiguran,12.867,124.017
Sorsogon,Castilla,12.95,123.883
Sorsogon,Donsol,12.917,123.6
Sorsogon,Gubat,12.917,124.117
Sorsogon,Irosin,12.7,124.033
Sorsogon,Juban,12.85,123.983
Sorsogon,Magallanes,12.833,123.85
Sorsogon,Matnog,12.583,124.083
Sorsogon,Pilar,12.933,123.683
Sorsogon,Prieto Diaz,13.033,124.183
Sorsogon,Santa Magdalena,12.65,124.1
South Cotabato,General Santos City,6.12,125.17
South Cotabato,Koronadal City,6.5,124.85
South Cotabato,Banga,6.3,124.783
South Cotabato,Lake Sebu,6.217,124.7
South Cotabato,Norala,6.55,124.667
South Cotabato,Polomolok,6.217,125.067
South Cotabato,Santo Niño,6.433,124.683
South Cotabato,Surallah,6.367,124.733
South Cotabato,Tboli,,
South Cotabato,Tampakan,6.45,124.933
South Cotabato,Tantangan,6.617,124.75
South Cotabato,Tupi,6.333,124.95
Southern Leyte,Maasin City,10.133,124.85
Southern Leyte,Anahawan,10.283,125.25
Southern Leyte,Bontoc,10.35,124.967
Southern Leyte,Hinunangan,10.4,125.2
Southern Leyte,Hinundayan,10.35,125.25
Southern Leyte,Libagon,10.3,125.05
Southern Leyte,Liloan,10.15,125.133
Southern Leyte,Limasawa,9.93333,125.07222
Southern Leyte,Macrohon,10.083,124.95
Southern Leyte,Malitbog,10.15,125.0
Southern Leyte,Padre Burgos,10.033,125.017
Southern Leyte,Pintuyan,9.95,125.25
Southern Leyte,Saint Bernard,10.283,125.133
Southern Leyte,San Francisco,10.067,125.167
Southern Leyte,San Juan,10.267,125.183
Southern Leyte,San Ricardo,9.917,125.283
Southern Leyte,Silago,10.533,125.15
Southern Leyte,Sogod,10.383,124.983
Southern Leyte,Tomas Oppus,10.25,124.983
Sultan Kudarat,Tacurong City,6.683,124.667
Sultan Kudarat,Bagumbayan,6.533,124.567
Sultan Kudarat,Columbio,6.7,124.933
Sultan Kudarat,Esperanza,6.717,124.517
Sultan Kudarat,Isulan,6.633,124.6
Sultan Kudarat,Kalamansig,6.567,124.05
Sultan Kudarat,Lambayong,6.8,124.633
Sultan Kudarat,Lebak,6.633,124.067
Sultan Kudarat,Lutayan,6.6,124.85
Sultan Kudarat,Palimbang,6.217,124.2
Sultan Kudarat,President Quirino,6.7,124.733
Sultan Kudarat,Senator Ninoy Aquino,6.467,124.333
Sulu,Banguingui,6.067,121.783
Sulu,Hadji Panglima Tahil,6.167,120.917
Sulu,Indanan,6.067,121.783
Sulu,Jolo,6.05,121.0
Sulu,Kalingalan Caluang,5.883,121.267
Sulu,Lugus,5.7,120.817
Sulu,Luuk,6.0,121.35
Sulu,Maimbung,5.933,121.033
Sulu,Old Panamao,5.983,121.25
Sulu,Omar,5.983,121.4
Sulu,Pandami,5.533,120.75
Sulu,Panglima Estino,5.967,121.2
Sulu,Pangutaran,6.3,120.583
Sulu,Parang,5.917,120.917
Sulu,Pata,5.833,121.083
Sulu,Patikul,6.067,121.1
Sulu,Siasi,5.55,120.817
Sulu,Talipao,5.933,121.1
Sulu,Tapul,5.717,120.9
Surigao del Norte,Surigao City,9.78,125.48
Surigao del Norte,Alegria,9.467,125.583
Surigao del Norte,Bacuag,9.6,125.633
Surigao del Norte,Basilisa,10.067,125.6
Surigao del Norte,Burgos,10.017,126.067
Surigao del Norte,Cagdianao,9.917,125.667
Surigao del Norte,Claver,9.567,125.733
Surigao del Norte,Dapa,9.767,126.05
Surigao del Norte,Del Carmen,9.867,125.967
Surigao del Norte,Dinagat,9.95,125.617
Surigao del Norte,General Luna,9.8,126.133
Surigao del Norte,Gigaquit,9.583,125.7
Surigao del Norte,Libjo,10.2,125.567
Surigao del Norte,Loreto,10.35,125.617
Surigao del Norte,Mainit,9.533,125.517
Surigao del Norte,Malimono,9.617,125.4
Surigao del Norte,Pilar,9.867,126.1
Surigao del Norte,Placer,9.65,125.6
Surigao del Norte,San Benito,9.95,126.017
Surigao del Norte,San Francisco,9.733,125.417
Surigao del Norte,San Isidro,9.933,126.083
Surigao del Norte,San Jose,10.00833,125.58889
Surigao del Norte,Santa Monica,10.01944,126.03889
Surigao del Norte,Sison,9.667,125.533
Surigao del Norte,Socorro,9.633,125.95
Surigao del Norte,Tagana-an,9.7,125.583
Surigao del Norte,Tubajon,10.3,125.567
Surigao del Norte,Tubod,9.567,125.567
Surigao del Sur,Bislig City,8.183,126.35
Surigao del Sur,Tandag City,9.067,126.183
Surigao del Sur,Barobo,8.55,126.2
Surigao del Sur,Bayabas,8.967,126.267
Surigao del Sur,Cagwait,8.917,126.3
Surigao del Sur,Cantilan,9.333,125.983
Surigao del Sur,Carmen,9.217,125.967
Surigao del Sur,Carrascal,9.367,125.933
Surigao del Sur,Cortes,9.233,126.167
Surigao del Sur,Hinatuan,8.367,126.333
Surigao del Sur,Lanuza,9.233,126.067
Surigao del Sur,Lianga,8.633,126.1
Surigao del Sur,Lingig,8.033,126.417
Surigao del Sur,Madrid,9.267,125.967
Surigao del Sur,Marihatag,8.8,126.3
Surigao del Sur,San Agustin,8.733,126.133
Surigao del Sur,San Miguel,8.883,126.0
Surigao del Sur,Tagbina,8.45,126.167
Surigao del Sur,Tago,8.967,126.15
Tarlac,Tarlac City,15.467,120.583
Tarlac,Anao,15.72889,120.62611
Tarlac,Bamban,15.283,120.567
Tarlac,Camiling,15.7,120.417
Tarlac,Capas,15.3275,120.59083
Tarlac,Concepcion,15.317,120.65
Tarlac,Gerona,15.6,120.6
Tarlac,La Paz,15.44306,120.72889
Tarlac,Mayantoc,15.617,120.383
Tarlac,Moncada,15.733,120.567
Tarlac,Paniqui,15.667,120.583
Tarlac,Pura,15.625,120.65
Tarlac,Ramos,15.66667,120.64167
Tarlac,San Clemente,15.717,120.367
Tarlac,San Jose,15.4,120.333
Tarlac,San Manuel,15.833,120.583
Tarlac,Santa Ignacia,15.617,120.433
Tarlac,Victoria,15.57806,120.68194
Tawi-Tawi,Bongao,5.033,119.767
Tawi-Tawi,Languyan,5.267,120.083
Tawi-Tawi,Mapun,7.0,118.5
Tawi-Tawi,Panglima Sugala,5.183,120.017
Tawi-Tawi,Sapa-Sapa,5.075,120.175
Tawi-Tawi,Sibutu,4.683,119.467
Tawi-Tawi,Simunul,4.9,119.833
Tawi-Tawi,Sitangkai,4.667,119.4
Tawi-Tawi,South Ubian,5.183,120.483
Tawi-Tawi,Tandubas,5.25,120.283
Tawi-Tawi,Turtle Islands,6.083,118.317
Zambales,Olongapo City,14.83,120.28
Zambales,Botolan,15.283,120.017
Zambales,Cabangan,15.133,120.15
Zambales,Candelaria,15.633,119.933
Zambales,Castillejos,14.933,120.2
Zambales,Iba,15.333,119.983
Zambales,Masinloc,15.533,119.95
Zambales,Palauig,15.433,120.05
Zambales,San Antonio,14.95,120.083
Zambales,San Felipe,15.06194,120.07
Zambales,San Marcelino,14.967,120.15
Zambales,San Narciso,15.017,120.083
Zambales,Santa Cruz,15.767,119.917
Zambales,Subic,14.9,120.233
Zamboanga del Norte,Dapitan City,8.65,123.417
Zamboanga del Norte,Dipolog City,8.567,123.333
Zamboanga del Norte,Bacungan,8.083,122.933
Zamboanga del Norte,Baliguian,7.817,122.25
Zamboanga del Norte,Godod,8.0,122.817
Zamboanga del Norte,Gutalac,7.983,122.4
Zamboanga del Norte,Jose Dalman,8.45,123.033
Zamboanga del Norte,Kalawit,7.933,122.533
Zamboanga del Norte,Katipunan,8.433,123.283
Zamboanga del Norte,La Libertad,8.45,123.5
Zamboanga del Norte,Labason,8.067,122.517
Zamboanga del Norte,Liloy,8.117,122.667
Zamboanga del Norte,Manukan,8.533,123.1
Zamboanga del Norte,Mutia,8.433,123.467
Zamboanga del Norte,Piñan,8.4,123.433
Zamboanga del Norte,Polanco,8.533,123.367
Zamboanga del Norte,President Manuel A. Roxas,8.483,123.217
Zamboanga del Norte,Rizal,8.583,123.533
Zamboanga del Norte,Salug,8.033,122.833
Zamboanga del Norte,Sergio Osmeña Sr.,8.267,123.383
Zamboanga del Norte,Siayan,8.133,123.1
Zamboanga del Norte,Sibuco,7.283,122.067
Zamboanga del Norte,Sibutad,8.6,123.467
Zamboanga del Norte,Sindangan,8.233,123.0
Zamboanga del Norte,Siocon,7.7,122.133
Zamboanga del Norte,Sirawai,7.583,122.133
Zamboanga del Norte,Tampilisan,8.017,122.683
Zamboanga del Sur,Pagadian City,7.83,123.43
Zamboanga del Sur,Zamboanga City,,
Zamboanga del Sur,Aurora,7.95,123.583
Zamboanga del Sur,Bayog,7.867,123.033
Zamboanga del Sur,Dimataling,7.533,123.367
Zamboanga del Sur,Dinas,7.633,123.3
Zamboanga del Sur,Dumalinao,7.817,123.367
Zamboanga del Sur,Dumingag,8.167,123.35
Zamboanga del Sur,Guipos,7.733,123.317
Zamboanga del Sur,Josefina,8.2,123.533
Zamboanga del Sur,Kumalarang,7.75,123.15
Zamboanga del Sur,Labangan,7.867,123.517
Zamboanga del Sur,Lakewood,7.85,123.167
Zamboanga del Sur,Lapuyan,7.633,123.2
Zamboanga del Sur,Mahayag,8.133,123.383
Zamboanga del Sur,Margosatubig,7.583,123.167
Zamboanga del Sur,Midsalip,8.0,123.267
Zamboanga del Sur,Molave,8.083,123.483
Zamboanga del Sur,Pitogo,7.45,123.317
Zamboanga del Sur,Ramon Magsaysay,8.0,123.483
Zamboanga del Sur,San Miguel,7.65,123.267
Zamboanga del Sur,San Pablo,7.65,123.45
Zamboanga del Sur,Sominot,8.017,123.367
Zamboanga del Sur,Tabina,7.467,123.417
Zamboanga del Sur,Tambulig,8.067,123.533
Zamboanga del Sur,Tigbao,7.817,123.283
Zamboanga del Sur,Tukuran,7.85,123.583
Zamboanga del Sur,Vincenzo A. Sagun,7.517,123.167
Zamboanga Sibugay,Alicia,7.50833,122.94167
Zamboanga Sibugay,Buug,7.733,123.067
Zamboanga Sibugay,Diplahan,7.717,123.017
Zamboanga Sibugay,Imelda,7.617,122.95
Zamboanga Sibugay,Ipil,7.783,122.583
Zamboanga Sibugay,Kabasalan,7.817,122.817
Zamboanga Sibugay,Mabuhay,7.417,122.9
Zamboanga Sibugay,Malangas,7.617,123.0
Zamboanga Sibugay,Naga,7.833,122.7
Zamboanga Sibugay,Olutanga,7.333,122.833
Zamboanga Sibugay,Payao,7.583,122.85
Zamboanga Sibugay,Roseller Lim,7.7,122.467
Zamboanga Sibugay,Siay,7.717,122.883
Zamboanga Sibugay,Talusan,7.333,122.883
Zamboanga Sibugay,Titay,7.85,122.55
Zamboanga Sibugay,Tungawan,7.5,122.367
